"","V1","V2","V3","V4"
"30",-0.581587,1.2394223289134,-0.376913374419158,-0.62777704449357
"31",-0.581587,1.16081437945963,-0.343938081028308,-0.478744838070155
"32",-0.581587,1.25831520404234,-0.5229382680968,-0.556680088097308
"33",-0.581587,1.09276168141243,-0.186302089679248,-0.399273870600703
"34",-0.581587,1.19421786320943,-0.417133458323864,-0.502151354429389
"35",-0.581587,1.22640412371868,-0.517248402020764,-0.48633441712586
"36",-0.581587,1.0925004013736,-0.387241137194723,-0.208809551183876
"37",-0.581587,1.19183336859875,-0.396355899079372,-0.513194680185242
"38",-0.581587,1.34063296467961,-0.756691887891017,-0.474040222750741
"39",-0.581587,1.12774281900931,-0.445773423707161,-0.270351475940983
"40",-0.581587,1.18621186970038,-0.387966891759635,-0.506537551141521
"41",-0.581587,1.45428542343755,-0.831354733371638,-0.650995699005391
"42",-0.581587,1.12461897088701,-0.27164222234296,-0.437010678038357
"43",-0.581587,1.20174938293831,-0.451780629358217,-0.489995757460519
"44",-0.581587,1.22093705860786,-0.404521690967312,-0.57188242027444
"45",-0.581587,1.16022769293299,-0.338751154649188,-0.481015545146359
"46",-0.581587,1.11487791898744,-0.293828818540181,-0.395749162527283
"47",-0.581587,1.16418628090709,-0.271796148074196,-0.530524787869823
"48",-0.581587,1.13390999882704,-0.454601779567318,-0.281227856824621
"49",-0.581587,1.12559408080166,-0.371577350999369,-0.359015747509818
"50",-0.581587,1.09474760601035,-0.267738149453037,-0.35607387462835
"51",-0.581587,1.26736101758866,-0.440237382063588,-0.642179878489797
"52",-0.581587,1.31369062855386,-0.378969704600042,-0.762997398780359
"53",-0.581587,1.17189517462655,-0.420786936416152,-0.443031211603093
"54",-0.581587,1.25921688732262,-0.491901676518649,-0.586225135896272
"55",-0.581587,1.18598534016027,-0.393688624920421,-0.501568034949743
"56",-0.581587,1.08891711477196,-0.309128289706018,-0.300300155422413
"57",-0.581587,1.11382992451659,-0.365760104318709,-0.326858756709066
"58",-0.581587,1.21128159568482,-0.480778085524796,-0.485855468759871
"59",-0.581587,1.0573872417486,-0.19046530953547,-0.285990812573185
"60",-0.581587,1.15058842970228,-0.485781741241924,-0.296428464288997
"61",-0.581587,1.36536326230031,-0.498051896442345,-0.784959327920588
"62",-0.581587,1.0801025348695,-0.377381815147686,-0.15557779863259
"63",-0.581587,1.18172582189406,-0.457889645864183,-0.432218683471185
"64",-0.581587,1.13201831205031,-0.234136790437317,-0.47607291687402
"65",-0.581587,1.25487993643839,-0.72801481827903,-0.211466496735905
"66",-0.581587,1.21573719479768,-0.43589145270865,-0.536670819283175
"67",-0.581587,1.31147034713901,-0.555981009712546,-0.640967696739814
"68",-0.581587,1.11442924478384,-0.338404803594448,-0.356980014193613
"69",-0.581587,1.15200675580698,-0.248064439703854,-0.515348036941376
"70",-0.581587,1.20487427713933,-0.387283384914778,-0.549302834036904
"71",-0.581587,1.11374090456793,-0.397901691447694,-0.286518841354047
"72",-0.581587,1.09693845614498,-0.360479166486815,-0.270792812125236
"73",-0.581587,1.09506854472626,-0.1455919033646,-0.421874525568399
"74",-0.581587,1.09570094746471,-0.318115577964421,-0.315219043414945
"75",-0.581587,1.44211509564595,-0.778805127132982,-0.687865192491464
"76",-0.581587,1.19631428831752,-0.601248830267091,-0.263946434973274
"77",-0.581587,1.26768522658296,-0.621586780349279,-0.46974004320658
"78",-0.581587,1.20331485140353,-0.42653309929851,-0.515786919969006
"79",-0.581587,1.13711179280995,-0.401194930867714,-0.363408663619212
"80",-0.581587,1.09604879000323,-0.210258587505029,-0.396376432760486
"81",-0.581587,1.19754008984144,-0.458914040281726,-0.472758046372297
"82",-0.581587,1.12221399283002,-0.303254507347825,-0.409146611224776
"83",-0.581587,1.00725964763223,-0.119697002333067,-0.0156405044893382
"84",-0.581587,1.23869896689754,-0.600103910783757,-0.417433140580694
"85",-0.581587,1.29652319572323,-0.411676575852518,-0.715188642207575
"86",-0.581587,1.11504037126377,-0.387044968211654,-0.305796046622737
"87",-0.581587,1.19154776533936,-0.176135216444782,-0.623508189692152
"88",-0.581587,1.20020962392358,-0.41438269353359,-0.518449732046055
"89",-0.581587,1.13474483626073,-0.294323164518214,-0.44835222565343
"90",-0.581587,1.3639427792131,-0.771146430241979,-0.515434853393331
"91",-0.581587,1.0541020857493,0.00364490956758079,-0.333343549233011
"92",-0.581587,1.063578661987,-0.129147171083019,-0.338408892370326
"93",-0.581587,1.13039359804788,-0.405782463386532,-0.336348448659404
"94",-0.581587,1.199041900825,-0.463145303287655,-0.472438258375219
"95",-0.581587,1.18205962682041,-0.437445683410744,-0.453768922937782
"96",-0.581587,1.29704674628626,-0.471729730677473,-0.678086516048453
"97",-0.581587,1.13672712673102,-0.348833843984922,-0.412872268306876
"98",-0.581587,1.28251710079965,-0.648815805104002,-0.473168220499624
"99",-0.581587,1.31792922126611,-0.770525740912288,-0.378454111958969
"100",-0.581587,1.41534709731837,-0.627425094778976,-0.780733729468067
"101",-0.581587,1.14129070394131,-0.395475812205736,-0.382287003262017
"102",-0.581587,1.3882074411629,-0.0418384156071301,-0.961961250092497
"103",-0.581587,1.41538795552599,-0.6502581912236,-0.761897203955144
"104",-0.581587,1.12309955070443,-0.311715312570915,-0.405198919916278
"105",-0.581587,1.17389609201567,-0.320484535462481,-0.524711060850699
"106",-0.581587,1.17050832911707,-0.380755119240849,-0.474463157372964
"107",-0.581587,1.14569659325943,-0.303915624945464,-0.469314368755386
"108",-0.581587,1.45755798425833,-0.858484471685202,-0.622478665779465
"109",-0.581587,1.17749510876831,-0.506121428604678,-0.361020540524304
"110",-0.581587,1.12484200166434,-0.356354753343523,-0.371861289297121
"111",-0.581587,1.19430933289286,-0.548147472566703,-0.354836766631818
"112",-0.581587,1.12703946918457,-0.337178155611377,-0.395637278929015
"113",-0.581587,1.25810829306767,-0.464150528885541,-0.606135928336969
"114",-0.581587,1.24574081331559,-0.683235323902987,-0.291649903362505
"115",-0.581587,1.14009582288616,-0.299794765142718,-0.458193828150821
"116",-0.581587,1.27768805214366,-0.566981803090027,-0.55769023082303
"117",-0.581587,1.20031028871772,-0.233127625049514,-0.621607834281711
"118",-0.581587,1.20166058211924,-0.420922111922187,-0.516539185652092
"119",-0.581587,1.13068155315141,-0.327522094218968,-0.413727026474356
"120",-0.581587,1.04043272307264,-0.278138527234843,-0.0716882898944559
"121",-0.581587,1.22988396370021,-0.496880625679806,-0.515484440105602
"122",-0.581587,1.18694142338063,-0.510865291396882,-0.384508252944991
"123",-0.581587,1.13411007636286,-0.410602592961356,-0.342944858484832
"124",-0.581587,1.14907605268039,-0.474174383672623,-0.309086442135904
"125",-0.581587,1.32002172443268,-0.343229501714493,-0.790348570016442
"126",-0.581587,1.25514167267234,-0.608176690065227,-0.453322988761906
"127",-0.581587,1.23721779281784,-0.570095655071384,-0.453540307948235
"128",-0.581587,1.11534769317569,-0.327644857648571,-0.369661093339256
"129",-0.581587,1.17906038888604,-0.224551950650042,-0.58288920224975
"130",-0.581587,1.34874843745589,-0.630156885570994,-0.64963424102118
"131",-0.581587,1.13850254383958,-0.253340309127109,-0.48167076940642
"132",-0.581587,1.21153722108862,-0.479473657336773,-0.487778074541326
"133",-0.581587,1.07709356346634,-0.355214593336516,-0.18426377056112
"134",-0.581587,1.24572468137415,-0.515192642524978,-0.535169620655779
"135",-0.581587,1.17828160625552,-0.332336069266011,-0.52716248036532
"136",-0.581587,1.23371070866203,-0.614867228245496,-0.379447498736067
"137",-0.581587,1.28324522422259,-0.494596351837172,-0.634107841174856
"138",-0.581587,1.09673897073607,-0.274986796871178,-0.356677209080905
"139",-0.581587,1.24784177639402,-0.480763819236415,-0.570942421814497
"140",-0.581587,1.09738623185412,-0.197298990819935,-0.406607488967458
"141",-0.581587,1.34529522055977,-0.709753544930514,-0.553235154269446
"142",-0.581587,1.31322046765326,-0.378820217017103,-0.762261923384983
"143",-0.581587,1.25677571039941,-0.663582628699764,-0.373019143125193
"144",-0.581587,1.25864412699797,-0.538780124901444,-0.542126383270239
"145",-0.581587,1.17228098467104,-0.581083016039271,-0.191272673144954
"146",-0.581587,1.38045846037446,-0.744403371358374,-0.592898964014715
"147",-0.581587,1.33054633232015,-0.755041840925241,-0.447510179663919
"148",-0.581587,1.07966414442106,-0.299254494794001,-0.275901091143281
"149",-0.581587,1.31106143890058,-0.740551438294973,-0.412874876701538
"150",-0.581587,1.08389744727986,-0.168518665214754,-0.382668440943378
"151",-0.581587,1.27710375250097,-0.37538638213776,-0.700056468263506
"152",-0.581587,1.28979343230175,-0.664738403145688,-0.470839625979014
"153",-0.581587,1.22075263998031,-0.485029726106515,-0.50495858524432
"154",-0.581587,1.3655083890586,-0.846445733997137,-0.384893205951282
"155",-0.581587,1.28652744901494,-0.771993875725019,-0.243265971545473
"156",-0.581587,1.18698041929982,-0.501921552319586,-0.396228811570115
"157",-0.581587,1.14827271052056,-0.191651359931174,-0.530848353075311
"158",-0.581587,1.11776466380354,-0.403213038152282,-0.294647398617153
"159",-0.581587,1.15626715360682,-0.310739529364614,-0.490300596981361
"160",-0.581587,1.0935005079659,-0.292487896669654,-0.331955104228619
"161",-0.581587,1.2672853108013,-0.360969196333521,-0.689719724432386
"162",-0.581587,1.10532307336998,-0.39044014424188,-0.263240555933973
"163",-0.581587,1.06650642673518,-0.104025243944937,-0.355829603728565
"164",-0.581587,1.09891224924958,-0.334207934929765,-0.30969854339462
"165",-0.581587,1.18257355577515,-0.256266975490172,-0.576894662908062
"166",-0.581587,1.37786658119367,-0.582894209103844,-0.747496258561568
"167",-0.581587,1.14988913566853,-0.347447531257284,-0.448915623866826
"168",-0.581587,1.10663640172712,-0.427672751668883,-0.204304045744337
"169",-0.581587,1.24642180867394,-0.437889130790689,-0.6015151155818
"170",-0.581587,1.15176813256998,-0.438769962803519,-0.366129418300615
"171",-0.581587,1.07516378542315,-0.34186424040469,-0.197752387135963
"172",-0.581587,1.21779607181424,-0.406650054842258,-0.563616008842003
"173",-0.581587,1.29830470736802,-0.358765018205593,-0.74624578718135
"174",-0.581587,1.19582571141292,-0.465887979199248,-0.461462374320879
"175",-0.581587,1.33514570627833,-0.674740665143156,-0.572135553689542
"176",-0.581587,1.25293451512904,-0.609174293513212,-0.445815633781859
"177",-0.581587,1.08266309539778,-0.339728981393232,-0.238209146209399
"178",-0.581587,1.13282329842352,-0.428245818883828,-0.316060348762174
"179",-0.581587,1.08583662230423,-0.365573140145536,-0.213066772494406
"180",-0.581587,1.1312298944233,-0.423132211753575,-0.317238404695071
"181",-0.581587,1.19634860652023,-0.372234694992335,-0.541009537962926
"182",-0.581587,1.17322399840908,-0.430624679963457,-0.437054842610573
"183",-0.581587,1.0893773263007,-0.346545642809928,-0.258164824303242
"184",-0.581587,1.30934088682548,-0.620414062179328,-0.573986018438662
"185",-0.581587,1.02435500577997,-0.1801181193188,-0.129848530833218
"186",-0.581587,1.23348480231778,-0.53802491343899,-0.48167826406006
"187",-0.581587,1.13341499363622,-0.158820139134299,-0.509318869869109
"188",-0.581587,1.18366708760965,-0.425688904891227,-0.468888825355019
"189",-0.581587,1.36133376830952,-0.72922208454107,-0.566978641711816
"190",-0.581587,1.33589657455465,-0.506572852510707,-0.726638564216091
"191",-0.581587,1.29130111659802,-0.381209886569589,-0.722590891244064
"192",-0.581587,1.25256720083425,-0.240319423003473,-0.714962353927139
"193",-0.581587,1.184678899041,-0.426073168792868,-0.471089958147904
"194",-0.581587,1.15846371534946,-0.492335955213618,-0.315663566135154
"195",-0.581587,1.2081393860619,-0.463030228366023,-0.495180556740006
"196",-0.581587,1.05184580779676,-0.229611145081688,-0.231642667559085
"197",-0.581587,1.35111163146014,-0.486849354598612,-0.767124726882014
"198",-0.581587,1.00820618216051,-0.0792807627736277,-0.100966659847232
"199",-0.581587,1.24363485836102,-0.508171105927402,-0.537019355359899
"200",-0.581587,1.00010533214644,-0.00672518072036961,-0.0128626331678429
"201",-0.1686224,1.02222697604841,-0.148481961910086,-0.151331085862749
"202",-0.1686224,1.03362613956688,-0.254281510152084,-0.0610238477212767
"203",-0.1686224,1.00081016687071,0.00791370055304112,0.039476112464804
"204",-0.1686224,1.01316576290908,0.0609314815907497,-0.15097091667702
"205",-0.1686224,1.11963265210019,-0.112568853266827,-0.49082128002267
"206",-0.1686224,1.00394301341912,-0.032282106286669,0.0828217351108157
"207",-0.1686224,1.03171098424986,-0.209589487800318,-0.143177517876994
"208",-0.1686224,1.00257000113009,-0.0161361339045432,-0.0699015904583045
"209",-0.1686224,1.00253553502182,-0.0697604678409045,0.0145250166297902
"210",-0.1686224,1.03120015241432,-0.251487754420237,-0.0112988369302303
"211",-0.1686224,1.03768306113094,-0.276668356999086,0.0155163008964069
"212",-0.1686224,1.00517541674032,-0.0974401655175668,0.0297158638268872
"213",-0.1686224,1.0528077580487,-0.327362989562556,0.0351802284273851
"214",-0.1686224,1.02202539061357,-0.192165586042654,-0.0872254928315818
"215",-0.1686224,1.09627748981839,-0.236539093459325,-0.38193401517532
"216",-0.1686224,1.00966229312988,-0.0655366111625813,-0.122975195733139
"217",-0.1686224,1.01995939359631,-0.151628938351843,-0.131627617313596
"218",-0.1686224,1.01613294477344,-0.120861483211725,0.133860611569695
"219",-0.1686224,1.01126072100006,-0.148220645619967,-0.0260554418415427
"220",-0.1686224,1.01964916569426,-0.137410986827099,-0.144231209522111
"221",-0.1686224,1.00576934522057,-0.0452005214762145,-0.0976160265719134
"222",-0.1686224,1.05318894780164,-0.322766128971574,-0.0709153422061985
"223",-0.1686224,1.02227879953162,-0.187899654366437,-0.0987302580812253
"224",-0.1686224,1.03385364824919,-0.262007657865045,-0.0143301506701882
"225",-0.1686224,1.04413768464512,-0.0927666676762491,-0.285688378945181
"226",-0.1686224,1.00979380525368,0.0147042786732719,-0.139525314253015
"227",-0.1686224,1.01717408170208,-0.111385921407268,-0.149118372438569
"228",-0.1686224,1.1115051493874,-0.473144825945212,-0.107599585482354
"229",-0.1686224,1.01934058423132,-0.19045160220403,0.0527580693256655
"230",-0.1686224,1.00328795602224,0.00348599526369171,-0.0810837254713228
"231",-0.1686224,1.01431142452491,-0.116269771438495,0.123729568702838
"232",-0.1686224,1.05346005487651,-0.269309632570599,-0.19300365028959
"233",-0.1686224,1.00077470459294,0.0366647398677943,0.0143424615571343
"234",-0.1686224,1.01084755720125,-0.0109708165877219,-0.147283485439215
"235",-0.1686224,1.02760504513461,-0.218740152369425,-0.0901380858877871
"236",-0.1686224,1.07383626595519,-0.255541038721315,-0.296349630689526
"237",-0.1686224,1.02092814522852,-0.179541134686303,0.100295855723509
"238",-0.1686224,1.00016164918728,-0.0178304974272971,0.00232333090854058
"239",-0.1686224,1.09235702782195,-0.394461400500194,0.194020822973798
"240",-0.1686224,1.04683477280139,-0.224796899806591,-0.21290701111867
"241",-0.1686224,1.00116114163055,-0.0475640824017488,-0.00782876594821889
"242",-0.1686224,1.00979254729304,-0.0614824501962361,-0.126098758465089
"243",-0.1686224,1.01622596880174,-0.141198292565223,-0.113040974180577
"244",-0.1686224,1.00674532080022,-0.113705638687399,-0.02464079308422
"245",-0.1686224,1.04834869715035,-0.13986689780778,-0.281908215053164
"246",-0.1686224,1.04150952088784,-0.206117850494497,-0.205566324595128
"247",-0.1686224,1.02862762966713,0.143244074819555,-0.193793538446754
"248",-0.1686224,1.00147427287709,0.0353470120674407,0.0412469147039602
"249",-0.1686224,1.02724209897745,-0.191130844556281,-0.136730867659065
"250",-0.1686224,1.00931994052714,-0.122764388201702,-0.0604619494821049
"251",-0.1686224,1.07264564921421,-0.285103163026655,-0.263220202891732
"252",-0.1686224,1.04831797120591,-0.225280758303623,-0.21958858962027
"253",-0.1686224,1.02444062673575,-0.195616802163453,-0.105889869289207
"254",-0.1686224,1.01073870379114,0.0479366692862931,-0.138905734507738
"255",-0.1686224,1.02057894442114,0.203652142242011,0.0103531036895822
"256",-0.1686224,1.00978241660273,0.139584993138472,-0.0132875344059389
"257",-0.1686224,1.02779259020992,-0.230222755731024,0.0579231493794217
"258",-0.1686224,1.0470139113592,-0.0533240491796344,-0.305605425931505
"259",-0.1686224,1.00834450630148,-0.0252627318342548,-0.126966285952809
"260",-0.1686224,1.00916223183775,0.0102684044745396,-0.13528846971304
"261",-0.1686224,1.01910186572917,-0.175916606118964,-0.0873038396879434
"262",-0.1686224,1.0189382493029,-0.195160283788413,-0.0121498775337453
"263",-0.1686224,1.00640715157898,-0.0866051636235669,-0.0731771848532899
"264",-0.1686224,1.01695352536032,0.0670193624220388,0.172345228548164
"265",-0.1686224,1.00602569331432,-0.0315653744342203,-0.105315349049332
"266",-0.1686224,1.03656470666378,-0.20491762841975,-0.180208647583252
"267",-0.1686224,1.00645469612782,0.102519277677339,-0.0494049902566597
"268",-0.1686224,1.00410219303559,0.0589986799572615,0.068850343660659
"269",-0.1686224,1.03213883339839,-0.135344958813609,-0.216777105647082
"270",-0.1686224,1.0301878769434,-0.0404845140642594,-0.24422953531899
"271",-0.1686224,1.03043109532311,-0.248084553827059,-0.0155658716816335
"272",-0.1686224,1.03256519365544,-0.205496541134987,-0.154796804651304
"273",-0.1686224,1.02946432251936,-0.15181982758519,-0.191696456128571
"274",-0.1686224,1.06212328402491,-0.00310118989140655,-0.35790536890235
"275",-0.1686224,1.02503371485303,-0.1228245727044,-0.188701459786025
"276",-0.1686224,1.04011564630293,-0.125655465218968,-0.257004400243997
"277",-0.1686224,1.02215166614793,0.0922486391744581,-0.190484165167229
"278",-0.1686224,1.06528328371447,-0.349980781503975,-0.111094226399716
"279",-0.1686224,1.02085979288185,0.00193521215670703,-0.205307018089197
"280",-0.1686224,1.00124291984108,-0.0315354512969741,0.038638062107139
"281",-0.1686224,1.02992603846691,-0.152580521172846,-0.193563501907662
"282",-0.1686224,1.00549449038163,-0.102187816847342,-0.0240170829993422
"283",-0.1686224,1.04573734090702,0.17404525102882,-0.251544900090612
"284",-0.1686224,1.01019337249334,0.116632864704884,-0.0829905096996137
"285",-0.1686224,1.0088698118137,-0.0992460841611949,0.089266522099117
"286",-0.1686224,1.00274184268946,0.0608355232568787,0.0423112537076158
"287",-0.1686224,1.04127673122122,-0.191419087131905,-0.21821082481016
"288",-0.1686224,1.0027764866546,-0.0519115969465842,-0.0535338051122895
"289",-0.1686224,1.04497175075842,-0.276733272304458,-0.124034897842418
"290",-0.1686224,1.04253410247175,-0.057193280855432,-0.289147511560412
"291",-0.1686224,1.06283336573895,-0.25324974403869,-0.255889293391349
"292",-0.1686224,1.012314298604,-0.157389113970741,-0.00298428578093523
"293",-0.1686224,1.00189632806607,-0.0172468542234657,-0.0591506399938009
"294",-0.1686224,1.01639460894935,-0.18178918960694,0.00326980784589718
"295",-0.1686224,1.0020887574882,-0.00962367666842523,-0.0639473434290687
"296",-0.1686224,1.03658224196339,-0.0488176743975574,-0.268550887208093
"297",-0.1686224,1.01095359458141,-0.143669956066795,-0.0372305535929254
"298",-0.1686224,1.015405266764,-0.111130937399331,-0.1367397913002
"299",-0.1686224,1.02126764507193,-0.159485712087541,0.132483623556609
"300",-0.1686224,1.04490413435269,-0.279452789121672,-0.117178447845467
"301",-0.1686224,1.01685654101171,-0.156003396904576,-0.0982861391679187
"302",-0.1686224,1.13879746299346,-0.478658922792829,0.260279268001009
"303",-0.1686224,1.00527401616975,0.0196259847887861,0.100948840048478
"304",-0.1686224,1.05137573566734,-0.184733601572749,-0.266953992290802
"305",-0.1686224,1.00340328233702,0.00854005974355567,-0.0821292541319859
"306",-0.1686224,1.00345715797375,0.074724605588574,0.0366401584109593
"307",-0.1686224,1.08445297185396,-0.0863527268421228,-0.410586720108945
"308",-0.1686224,1.0315766830462,-0.0973838128882062,-0.233809422376337
"309",-0.1686224,1.04200410152789,-0.281542107836083,0.0806634310959503
"310",-0.1686224,1.00260396298828,0.0662282821500351,-0.0287840449424705
"311",-0.1686224,1.00283316651865,-0.0737349402540429,0.0154116337729379
"312",-0.1686224,1.0043287247022,-0.0641776843142378,0.0675086075845933
"313",-0.1686224,1.02965193336998,-0.244234221824535,-0.0230813513968279
"314",-0.1686224,1.03056994726032,0.0403546297795609,-0.245857519818892
"315",-0.1686224,1.02298402909671,0.10290627174105,-0.189490429898963
"316",-0.1686224,1.01383157831956,-0.122648652128727,-0.113189121955006
"317",-0.1686224,1.00331816710095,-0.0783270614652368,-0.0226321867486944
"318",-0.1686224,1.04710727844631,-0.256337757305337,-0.17528435969849
"319",-0.1686224,1.00928178599575,-0.0941948522478122,-0.0988789833724879
"320",-0.1686224,1.03978226299783,-0.279225844347469,-0.0563922183757459
"321",-0.1686224,1.00676528070431,0.0253567537165256,-0.113724955364149
"322",-0.1686224,1.04747570385336,-0.296732504495591,0.0956826574613402
"323",-0.1686224,1.00248568172649,-0.0480422655328582,-0.0516670377426056
"324",-0.1686224,1.01552482729928,-0.119239800650889,-0.130661948561835
"325",-0.1686224,1.02326776879742,-0.215270364653481,0.0271218871322075
"326",-0.1686224,1.0745294555808,-0.209317751735365,-0.332865783340995
"327",-0.1686224,1.06167864388071,-0.352113719526204,-0.0563690641559205
"328",-0.1686224,1.0186139766166,-0.00262388345231947,-0.193823498560711
"329",-0.1686224,1.05076725459985,0.0581993316944532,-0.317371487581395
"330",-0.1686224,1.02425275271144,-0.139756608847212,-0.171935428927546
"331",-0.1686224,1.04688441737568,-0.306082647104615,0.0477534971018527
"332",-0.1686224,1.07855141007914,-0.301964757284442,-0.268496609926186
"333",-0.1686224,1.04159635669191,-0.0440395515211251,-0.288068547702943
"334",-0.1686224,1.02563828564599,-0.0260996007662087,-0.226390600120009
"335",-0.1686224,1.0734728374333,-0.0491511032132653,-0.387205503266707
"336",-0.1686224,1.03757272348411,-0.0945908353036878,-0.260018711624328
"337",-0.1686224,1.0871112299209,-0.173927418202048,-0.38930717873899
"338",-0.1686224,1.07528881132797,-0.368336151052098,-0.143438166452477
"339",-0.1686224,1.06681514347596,-0.113068700959455,-0.353991552459912
"340",-0.1686224,1.02365490908908,-0.169170467484634,-0.138746984951762
"341",-0.1686224,1.03493946570739,-0.252688575605083,0.0851362521924336
"342",-0.1686224,1.04833444585834,0.0460698943295853,-0.311259819458892
"343",-0.1686224,1.11390658327476,-0.488775226641845,-0.0434356315028837
"344",-0.1686224,1.03326709893317,-0.257807389763028,0.034296465143569
"345",-0.1686224,1.02078585356535,-0.110701864831407,-0.172478566674196
"346",-0.1686224,1.09836368356477,-0.224947531723546,-0.394716847050446
"347",-0.1686224,1.06294815483745,-0.21512210715509,-0.289104235329581
"348",-0.1686224,1.01181612363848,-0.061620150140395,-0.141332321680027
"349",-0.1686224,1.09887534872559,-0.136484262995866,-0.434625215549282
"350",-0.1686224,1.06134642774222,-0.165872903879223,-0.314551139625716
"351",-0.1686224,1.01322258779698,-0.149548361492797,-0.0652326605071312
"352",-0.1686224,1.01603147492738,-0.146420774301757,-0.104311623973479
"353",-0.1686224,1.03709537386278,-0.2376688148029,-0.138131636339295
"354",-0.1686224,1.0149858144189,-0.145236772361424,-0.0954069359409513
"355",-0.1686224,1.0007553845078,0.0317686007593911,-0.0224074904251733
"356",-0.1686224,1.01182309698792,-0.00484349576855384,-0.154150965442835
"357",-0.1686224,1.04427518876641,0.12001333214527,-0.275875823479516
"358",-0.1686224,1.00848048493686,-0.124102054744534,0.0403926788745523
"359",-0.1686224,1.00382585495124,-0.0613337134974189,-0.062486179729698
"360",-0.1686224,1.13047491047206,-0.332626736181728,-0.409063537343414
"361",-0.1686224,1.04769824428866,-0.297275168814759,-0.0964317639146625
"362",-0.1686224,1.06034469334218,-0.344147389540291,0.0767687629932774
"363",-0.1686224,1.01969853522583,0.0892004408032081,0.178405112320858
"364",-0.1686224,1.11946295554895,-0.367403968105422,-0.343819186589081
"365",-0.1686224,1.03153735619786,-0.218288079348526,-0.12813911052448
"366",-0.1686224,1.00440660196246,-0.0874192150302797,0.0345036651570236
"367",-0.1686224,1.01635518809717,-0.143398504087414,0.111421440475003
"368",-0.1686224,1.02579597602828,-0.0162578663050411,-0.228019881192455
"369",-0.1686224,1.05008108455335,-0.232002707467485,-0.221009112627717
"370",-0.1686224,1.02578416433407,-0.075857306354071,-0.215589473006569
"371",-0.1686224,1.00601287328624,0.0737920237278084,-0.0813427221808351
"372",-0.1686224,1.05804990898953,-0.285982914159371,-0.194122082004237
"373",-0.1686224,1.00409393111,-0.0630533445208009,0.0650299795223112
"374",-0.1686224,1.03207581922184,-0.224520658309487,-0.121535882004851
"375",-0.1686224,1.03391380191884,0.0297715163725343,-0.260943301525744
"376",-0.1686224,1.03377127914365,-0.117046116693706,-0.234485104322695
"377",-0.1686224,1.05834613402009,-0.0780306964552694,-0.337650336599821
"378",-0.1686224,1.0435587677238,-0.179539743511661,-0.238286344957046
"379",-0.1686224,1.0024289030845,-0.0502097565247798,-0.048401302553941
"380",-0.1686224,1.04936195589962,-0.291372077953591,0.127525788287998
"381",-0.1686224,1.00650077297569,0.0546298818546182,-0.100296470572098
"382",-0.1686224,1.01766230134889,0.140665152883047,0.125896284103692
"383",-0.1686224,1.03658722961956,-0.0454391504710104,0.269162345462421
"384",-0.1686224,1.00372748948773,-0.0637483442804458,-0.0583525642524926
"385",-0.1686224,1.04691739887938,-0.147022803979877,-0.272800907597925
"386",-0.1686224,1.03059795370794,-0.125699102351628,-0.215248409645665
"387",-0.1686224,1.03957953527169,-0.136179988845224,-0.249360423471348
"388",-0.1686224,1.04630932820469,-0.30602332992785,0.0333606329078237
"389",-0.1686224,1.01214119553721,-0.147469200998883,-0.0517941546919323
"390",-0.1686224,1.02209471916307,-0.159454032906731,-0.138751671452343
"391",-0.1686224,1.02247527137431,-0.202095798077515,-0.0679188410633394
